network_id,type,subtype,id_pair,species_1,label_1,degree_1,species_2,label_2,degree_2,number_sp_label_1,number_sp_label_2,connected,normalized_degree_sp_1,normalized_degree_sp_2,network_connectance
A_HP_019,A,HostParasite,2951,Apodemus peninsulae,Host,1,Neopsylla pleskei,Parasite,1,9,18,0,0.0556,0.1111,0.222
A_HP_019,A,HostParasite,2952,Apodemus peninsulae,Host,1,Palaeopsylla soricis,Parasite,2,9,18,0,0.0556,0.2222,0.222
A_HP_019,A,HostParasite,2825,Apodemus peninsulae,Host,1,Peromyscopsylla ostsibirica,Parasite,3,9,18,0,0.0556,0.3333,0.222
A_HP_019,A,HostParasite,2799,Apodemus peninsulae,Host,1,Peromyscopsylla silvatica,Parasite,4,9,18,0,0.0556,0.4444,0.222
A_HP_020,A,HostParasite,2812,Apodemus uralensis,Host,8,Amphipsylla kuznetzovi,Parasite,2,16,17,0,0.4706,0.125,0.386
A_HP_020,A,HostParasite,2950,Apodemus agrarius,Host,4,Neopsylla pleskei,Parasite,7,16,17,0,0.2353,0.4375,0.386
A_HP_020,A,HostParasite,2792,Apodemus agrarius,Host,4,Palaeopsylla soricis,Parasite,10,16,17,0,0.2353,0.625,0.386
A_HP_020,A,HostParasite,2840,Apodemus agrarius,Host,4,Peromyscopsylla bidentata,Parasite,6,16,17,0,0.2353,0.375,0.386
A_HP_020,A,HostParasite,2953,Apodemus agrarius,Host,4,Peromyscopsylla silvatica,Parasite,1,16,17,0,0.2353,0.0625,0.386
A_HP_020,A,HostParasite,2862,Apodemus agrarius,Host,4,Rhadinopsylla integella,Parasite,1,16,17,0,0.2353,0.0625,0.386
A_HP_021,A,HostParasite,2805,Apodemus flavicollis,Host,2,Amphipsylla rossica,Parasite,1,9,15,0,0.1333,0.1111,0.422
A_HP_021,A,HostParasite,2816,Apodemus uralensis,Host,10,Amphipsylla rossica,Parasite,1,9,15,0,0.6667,0.1111,0.422
A_HP_021,A,HostParasite,2787,Apodemus uralensis,Host,10,Ctenophthalmus assimilis,Parasite,6,9,15,0,0.6667,0.6667,0.422
A_HP_021,A,HostParasite,2852,Apodemus flavicollis,Host,2,Doratopsylla dasycnema,Parasite,1,9,15,0,0.1333,0.1111,0.422
A_HP_021,A,HostParasite,2856,Apodemus flavicollis,Host,2,Hystrichopsylla talpae,Parasite,4,9,15,0,0.1333,0.4444,0.422
A_HP_021,A,HostParasite,2806,Apodemus flavicollis,Host,2,Leptopsylla segnis,Parasite,5,9,15,0,0.1333,0.5556,0.422
A_HP_021,A,HostParasite,2807,Apodemus flavicollis,Host,2,Megabothris turbidus,Parasite,4,9,15,0,0.1333,0.4444,0.422
A_HP_021,A,HostParasite,2808,Apodemus flavicollis,Host,2,Nosopsyllus consimilis,Parasite,4,9,15,0,0.1333,0.4444,0.422
A_HP_021,A,HostParasite,2809,Apodemus flavicollis,Host,2,Nosopsyllus mokrzeckyi,Parasite,2,9,15,0,0.1333,0.2222,0.422
A_HP_021,A,HostParasite,2792,Apodemus agrarius,Host,11,Palaeopsylla soricis,Parasite,4,9,15,0,0.7333,0.4444,0.422
A_HP_021,A,HostParasite,2858,Apodemus flavicollis,Host,2,Palaeopsylla soricis,Parasite,4,9,15,0,0.1333,0.4444,0.422
A_HP_021,A,HostParasite,2840,Apodemus agrarius,Host,11,Peromyscopsylla bidentata,Parasite,4,9,15,0,0.7333,0.4444,0.422
A_HP_021,A,HostParasite,2860,Apodemus flavicollis,Host,2,Peromyscopsylla bidentata,Parasite,4,9,15,0,0.1333,0.4444,0.422
A_HP_022,A,HostParasite,2785,Apodemus uralensis,Host,6,Amalaraeus penicilliger,Parasite,3,16,18,0,0.3333,0.1875,0.236
A_HP_022,A,HostParasite,2812,Apodemus uralensis,Host,6,Amphipsylla kuznetzovi,Parasite,1,16,18,0,0.3333,0.0625,0.236
A_HP_022,A,HostParasite,2837,Apodemus uralensis,Host,6,Corrodopsylla birulai,Parasite,2,16,18,0,0.3333,0.125,0.236
A_HP_023,A,HostParasite,2836,Apodemus uralensis,Host,4,Amphipsylla sibirica,Parasite,5,9,8,0,0.5,0.5556,0.569
A_HP_023,A,HostParasite,2815,Apodemus uralensis,Host,4,Ceratophyllus sciurorum,Parasite,4,9,8,0,0.5,0.4444,0.569
A_HP_023,A,HostParasite,2787,Apodemus uralensis,Host,4,Ctenophthalmus assimilis,Parasite,6,9,8,0,0.5,0.6667,0.569
A_HP_026,A,HostParasite,2841,Apodemus flavicollis,Host,3,Amalaraeus penicilliger,Parasite,5,15,18,0,0.1667,0.3333,0.526
A_HP_026,A,HostParasite,2785,Apodemus uralensis,Host,9,Amalaraeus penicilliger,Parasite,5,15,18,0,0.5,0.3333,0.526
A_HP_026,A,HostParasite,2805,Apodemus flavicollis,Host,3,Amphipsylla rossica,Parasite,9,15,18,0,0.1667,0.6,0.526
A_HP_026,A,HostParasite,2816,Apodemus uralensis,Host,9,Amphipsylla rossica,Parasite,9,15,18,0,0.5,0.6,0.526
A_HP_026,A,HostParasite,2838,Apodemus flavicollis,Host,3,Ctenophthalmus agyrtes,Parasite,10,15,18,0,0.1667,0.6667,0.526
A_HP_026,A,HostParasite,2839,Apodemus flavicollis,Host,3,Ctenophthalmus assimilis,Parasite,13,15,18,0,0.1667,0.8667,0.526
A_HP_026,A,HostParasite,2850,Apodemus flavicollis,Host,3,Ctenophthalmus uncinatus,Parasite,9,15,18,0,0.1667,0.6,0.526
A_HP_026,A,HostParasite,2852,Apodemus flavicollis,Host,3,Doratopsylla dasycnema,Parasite,8,15,18,0,0.1667,0.5333,0.526
A_HP_026,A,HostParasite,2856,Apodemus flavicollis,Host,3,Hystrichopsylla talpae,Parasite,12,15,18,0,0.1667,0.8,0.526
A_HP_026,A,HostParasite,2806,Apodemus flavicollis,Host,3,Leptopsylla segnis,Parasite,4,15,18,0,0.1667,0.2667,0.526
A_HP_026,A,HostParasite,2807,Apodemus flavicollis,Host,3,Megabothris turbidus,Parasite,10,15,18,0,0.1667,0.6667,0.526
A_HP_026,A,HostParasite,2857,Apodemus flavicollis,Host,3,Nosopsyllus fasciatus,Parasite,1,15,18,0,0.1667,0.0667,0.526
A_HP_026,A,HostParasite,2858,Apodemus flavicollis,Host,3,Palaeopsylla soricis,Parasite,13,15,18,0,0.1667,0.8667,0.526
A_HP_026,A,HostParasite,2840,Apodemus agrarius,Host,8,Peromyscopsylla bidentata,Parasite,3,15,18,0,0.4444,0.2,0.526
A_HP_026,A,HostParasite,2860,Apodemus flavicollis,Host,3,Peromyscopsylla bidentata,Parasite,3,15,18,0,0.1667,0.2,0.526
A_HP_026,A,HostParasite,2953,Apodemus agrarius,Host,8,Peromyscopsylla silvatica,Parasite,2,15,18,0,0.4444,0.1333,0.526
A_HP_026,A,HostParasite,2861,Apodemus flavicollis,Host,3,Peromyscopsylla silvatica,Parasite,2,15,18,0,0.1667,0.1333,0.526
A_HP_026,A,HostParasite,2862,Apodemus agrarius,Host,8,Rhadinopsylla integella,Parasite,1,15,18,0,0.4444,0.0667,0.526
A_HP_026,A,HostParasite,2863,Apodemus flavicollis,Host,3,Rhadinopsylla integella,Parasite,1,15,18,0,0.1667,0.0667,0.526
A_HP_029,A,HostParasite,2785,Apodemus uralensis,Host,11,Amalaraeus penicilliger,Parasite,3,15,34,0,0.3235,0.2,0.155
A_HP_029,A,HostParasite,2821,Apodemus uralensis,Host,11,Amphipsylla anceps,Parasite,3,15,34,0,0.3235,0.2,0.155
A_HP_029,A,HostParasite,2944,Apodemus uralensis,Host,11,Amphipsylla asiatica,Parasite,1,15,34,0,0.3235,0.0667,0.155
A_HP_029,A,HostParasite,2811,Apodemus uralensis,Host,11,Amphipsylla dumalis,Parasite,2,15,34,0,0.3235,0.1333,0.155
A_HP_029,A,HostParasite,2945,Apodemus uralensis,Host,11,Amphipsylla primaris,Parasite,2,15,34,0,0.3235,0.1333,0.155
A_HP_029,A,HostParasite,2820,Apodemus uralensis,Host,11,Amphipsylla schelkovnikovi,Parasite,1,15,34,0,0.3235,0.0667,0.155
A_HP_029,A,HostParasite,2836,Apodemus uralensis,Host,11,Amphipsylla sibirica,Parasite,2,15,34,0,0.3235,0.1333,0.155
A_HP_029,A,HostParasite,2822,Apodemus uralensis,Host,11,Citellophilus lebedewi,Parasite,1,15,34,0,0.3235,0.0667,0.155
A_HP_029,A,HostParasite,2787,Apodemus uralensis,Host,11,Ctenophthalmus assimilis,Parasite,2,15,34,0,0.3235,0.1333,0.155
A_HP_029,A,HostParasite,2791,Apodemus agrarius,Host,2,Neopsylla mana,Parasite,1,15,34,0,0.0588,0.0667,0.155
A_HP_029,A,HostParasite,2950,Apodemus agrarius,Host,2,Neopsylla pleskei,Parasite,1,15,34,0,0.0588,0.0667,0.155
A_HP_029,A,HostParasite,2819,Apodemus agrarius,Host,2,Pectinoctenus nemorosa,Parasite,2,15,34,0,0.0588,0.1333,0.155
A_HP_029,A,HostParasite,2840,Apodemus agrarius,Host,2,Peromyscopsylla bidentata,Parasite,2,15,34,0,0.0588,0.1333,0.155
A_HP_029,A,HostParasite,2954,Apodemus agrarius,Host,2,Rhadinopsylla li,Parasite,2,15,34,0,0.0588,0.1333,0.155
A_HP_031,A,HostParasite,2949,Apodemus agrarius,Host,11,Neopsylla acanthina,Parasite,2,25,31,0,0.3548,0.08,0.225
A_HP_031,A,HostParasite,2950,Apodemus agrarius,Host,11,Neopsylla pleskei,Parasite,7,25,31,0,0.3548,0.28,0.225
A_HP_031,A,HostParasite,2792,Apodemus agrarius,Host,11,Palaeopsylla soricis,Parasite,10,25,31,0,0.3548,0.4,0.225
A_HP_031,A,HostParasite,2953,Apodemus agrarius,Host,11,Peromyscopsylla silvatica,Parasite,4,25,31,0,0.3548,0.16,0.225
A_HP_031,A,HostParasite,2862,Apodemus agrarius,Host,11,Rhadinopsylla integella,Parasite,1,25,31,0,0.3548,0.04,0.225
A_HP_031,A,HostParasite,2961,Apodemus agrarius,Host,11,Tarsopsylla octodecimdentata,Parasite,2,25,31,0,0.3548,0.08,0.225
A_HP_032,A,HostParasite,2945,Apodemus uralensis,Host,1,Amphipsylla primaris,Parasite,2,14,13,0,0.0769,0.1429,0.176
A_HP_032,A,HostParasite,2816,Apodemus uralensis,Host,1,Amphipsylla rossica,Parasite,2,14,13,0,0.0769,0.1429,0.176
A_HP_032,A,HostParasite,2814,Apodemus uralensis,Host,1,Callopsylla caspia,Parasite,1,14,13,0,0.0769,0.0714,0.176
A_HP_032,A,HostParasite,2786,Apodemus uralensis,Host,1,Citellophilus tesquorum,Parasite,5,14,13,0,0.0769,0.3571,0.176
A_HP_032,A,HostParasite,2817,Apodemus uralensis,Host,1,Ctenophthalmus arvalis,Parasite,7,14,13,0,0.0769,0.5,0.176
A_HP_032,A,HostParasite,2950,Apodemus agrarius,Host,2,Neopsylla pleskei,Parasite,4,14,13,0,0.1538,0.2857,0.176
A_HP_032,A,HostParasite,2819,Apodemus agrarius,Host,2,Pectinoctenus nemorosa,Parasite,1,14,13,0,0.1538,0.0714,0.176
A_HP_033,A,HostParasite,2805,Apodemus flavicollis,Host,20,Amphipsylla rossica,Parasite,3,22,25,0,0.8,0.1364,0.36
A_HP_033,A,HostParasite,2816,Apodemus uralensis,Host,8,Amphipsylla rossica,Parasite,3,22,25,0,0.32,0.1364,0.36
A_HP_033,A,HostParasite,2815,Apodemus uralensis,Host,8,Ceratophyllus sciurorum,Parasite,5,22,25,0,0.32,0.2273,0.36
A_HP_033,A,HostParasite,2953,Apodemus agrarius,Host,15,Peromyscopsylla silvatica,Parasite,8,22,25,0,0.6,0.3636,0.36
A_HP_033,A,HostParasite,2959,Apodemus agrarius,Host,15,Rhadinopsylla pentacantha,Parasite,4,22,25,0,0.6,0.1818,0.36
A_HP_035,A,HostParasite,2842,Apodemus sylvaticus,Host,2,Amalaraeus penicilliger,Parasite,1,6,7,0,0.2857,0.1667,0.357
A_HP_035,A,HostParasite,2853,Apodemus sylvaticus,Host,2,Doratopsylla dasycnema,Parasite,1,6,7,0,0.2857,0.1667,0.357
A_HP_035,A,HostParasite,2859,Apodemus sylvaticus,Host,2,Palaeopsylla soricis,Parasite,3,6,7,0,0.2857,0.5,0.357
A_HP_036,A,HostParasite,2963,Apodemus peninsulae,Host,1,Amalaraeus penicilliger,Parasite,4,8,13,0,0.0769,0.5,0.288
A_HP_036,A,HostParasite,2964,Apodemus peninsulae,Host,1,Amphipsylla sibirica,Parasite,1,8,13,0,0.0769,0.125,0.288
A_HP_036,A,HostParasite,2800,Apodemus peninsulae,Host,1,Catallagia dacenkoi,Parasite,3,8,13,0,0.0769,0.375,0.288
A_HP_036,A,HostParasite,2957,Apodemus peninsulae,Host,1,Frontopsylla luculenta,Parasite,3,8,13,0,0.0769,0.375,0.288
A_HP_036,A,HostParasite,2948,Apodemus peninsulae,Host,1,Leptopsylla segnis,Parasite,1,8,13,0,0.0769,0.125,0.288
A_HP_036,A,HostParasite,2827,Apodemus peninsulae,Host,1,Megabothris calcarifer,Parasite,4,8,13,0,0.0769,0.5,0.288
A_HP_036,A,HostParasite,2835,Apodemus peninsulae,Host,1,Megabothris rectangulatus,Parasite,3,8,13,0,0.0769,0.375,0.288
A_HP_036,A,HostParasite,2829,Apodemus peninsulae,Host,1,Neopsylla bidentatiformis,Parasite,2,8,13,0,0.0769,0.25,0.288
A_HP_036,A,HostParasite,2825,Apodemus peninsulae,Host,1,Peromyscopsylla ostsibirica,Parasite,2,8,13,0,0.0769,0.25,0.288
A_HP_037,A,HostParasite,2841,Apodemus flavicollis,Host,11,Amalaraeus penicilliger,Parasite,3,17,21,0,0.5238,0.1765,0.252
A_HP_037,A,HostParasite,2805,Apodemus flavicollis,Host,11,Amphipsylla rossica,Parasite,2,17,21,0,0.5238,0.1176,0.252
A_HP_037,A,HostParasite,2843,Apodemus flavicollis,Host,11,Atyphloceras nuperus,Parasite,1,17,21,0,0.5238,0.0588,0.252
A_HP_037,A,HostParasite,2847,Apodemus flavicollis,Host,11,Ctenophthalmus obtusus,Parasite,1,17,21,0,0.5238,0.0588,0.252
A_HP_037,A,HostParasite,2852,Apodemus flavicollis,Host,11,Doratopsylla dasycnema,Parasite,3,17,21,0,0.5238,0.1765,0.252
A_HP_037,A,HostParasite,2953,Apodemus agrarius,Host,9,Peromyscopsylla silvatica,Parasite,1,17,21,0,0.4286,0.0588,0.252
A_HP_037,A,HostParasite,2861,Apodemus flavicollis,Host,11,Peromyscopsylla silvatica,Parasite,1,17,21,0,0.5238,0.0588,0.252
A_HP_037,A,HostParasite,2959,Apodemus agrarius,Host,9,Rhadinopsylla pentacantha,Parasite,3,17,21,0,0.4286,0.1765,0.252
A_HP_042,A,HostParasite,2874,Alticola argentatus,Host,1,Frontopsylla elatoides,Parasite,2,21,32,0,0.0313,0.0952,0.125
A_HP_042,A,HostParasite,2875,Alticola strelzowi,Host,6,Frontopsylla elatoides,Parasite,2,21,32,0,0.1875,0.0952,0.125
A_HP_042,A,HostParasite,2789,Apodemus agrarius,Host,2,Megabothris rectangulatus,Parasite,6,21,32,0,0.0625,0.2857,0.125
A_HP_042,A,HostParasite,2882,Allocricetulus eversmanni,Host,1,Nosopsyllus consimilis,Parasite,1,21,32,0,0.0313,0.0476,0.125
A_HP_043,A,HostParasite,2874,Alticola argentatus,Host,7,Frontopsylla elatoides,Parasite,1,9,29,0,0.2414,0.1111,0.28
A_HP_044,A,HostParasite,2883,Apodemus agrarius,Host,14,Ceratophyllus indages,Parasite,3,27,26,0,0.5385,0.1111,0.281
A_HP_044,A,HostParasite,2826,Apodemus agrarius,Host,14,Megabothris calcarifer,Parasite,2,27,26,0,0.5385,0.0741,0.281
A_HP_044,A,HostParasite,2790,Apodemus agrarius,Host,14,Megabothris turbidus,Parasite,2,27,26,0,0.5385,0.0741,0.281
A_HP_050,A,HostParasite,2826,Apodemus agrarius,Host,10,Megabothris calcarifer,Parasite,1,27,35,0,0.2857,0.037,0.239
A_HP_027,A,HostParasite,3014,Arvicola terrestris,Host,10,Amphipsylla kuznetzovi,Parasite,2,18,24,0,0.4167,0.1111,0.222
A_HP_027,A,HostParasite,3015,Arvicola terrestris,Host,10,Amphipsylla prima,Parasite,2,18,24,0,0.4167,0.1111,0.222
A_HP_027,A,HostParasite,2941,Arvicola terrestris,Host,10,Amphipsylla sibirica,Parasite,2,18,24,0,0.4167,0.1111,0.222
A_HP_027,A,HostParasite,3016,Arvicola terrestris,Host,10,Corrodopsylla birulai,Parasite,1,18,24,0,0.4167,0.0556,0.222
A_HP_027,A,HostParasite,2919,Apodemus uralensis,Host,6,Hystrichopsylla talpae,Parasite,2,18,24,0,0.25,0.1111,0.222
A_HP_027,A,HostParasite,2935,Apodemus uralensis,Host,6,Leptopsylla segnis,Parasite,1,18,24,0,0.25,0.0556,0.222
A_HP_027,A,HostParasite,2905,Arvicola terrestris,Host,10,Leptopsylla segnis,Parasite,1,18,24,0,0.4167,0.0556,0.222
A_HP_027,A,HostParasite,2937,Apodemus uralensis,Host,6,Megabothris walkeri,Parasite,11,18,24,0,0.25,0.6111,0.222
A_HP_027,A,HostParasite,2914,Apodemus uralensis,Host,6,Neopsylla pleskei,Parasite,10,18,24,0,0.25,0.5556,0.222
A_HP_027,A,HostParasite,3026,Apodemus uralensis,Host,6,Oropsylla silantiewi,Parasite,1,18,24,0,0.25,0.0556,0.222
A_HP_027,A,HostParasite,2938,Apodemus uralensis,Host,6,Palaeopsylla soricis,Parasite,2,18,24,0,0.25,0.1111,0.222
A_HP_027,A,HostParasite,3012,Arvicola terrestris,Host,10,Palaeopsylla soricis,Parasite,2,18,24,0,0.4167,0.1111,0.222
A_HP_027,A,HostParasite,2939,Apodemus uralensis,Host,6,Peromyscopsylla bidentata,Parasite,2,18,24,0,0.25,0.1111,0.222
A_HP_027,A,HostParasite,3019,Arvicola terrestris,Host,10,Peromyscopsylla bidentata,Parasite,2,18,24,0,0.4167,0.1111,0.222
A_HP_003,A,HostParasite,2894,Arvicola terrestris,Host,5,Frontopsylla elata,Parasite,6,23,9,0,0.5556,0.2609,0.522
A_HP_003,A,HostParasite,2931,Arvicola terrestris,Host,5,Megabothris turbidus,Parasite,7,23,9,0,0.5556,0.3043,0.522
A_HP_003,A,HostParasite,3012,Arvicola terrestris,Host,5,Palaeopsylla soricis,Parasite,15,23,9,0,0.5556,0.6522,0.522
A_HP_006,A,HostParasite,2885,Chionomys nivalis,Host,2,Amphipsylla rossica,Parasite,7,16,37,0,0.0541,0.4375,0.208
A_HP_006,A,HostParasite,2927,Arvicola terrestris,Host,11,Ctenophthalmus golovi,Parasite,1,16,37,0,0.2973,0.0625,0.208
A_HP_006,A,HostParasite,2894,Arvicola terrestris,Host,11,Frontopsylla elata,Parasite,4,16,37,0,0.2973,0.25,0.208
A_HP_006,A,HostParasite,2895,Arvicola terrestris,Host,11,Hystrichopsylla talpae,Parasite,1,16,37,0,0.2973,0.0625,0.208
A_HP_006,A,HostParasite,2931,Arvicola terrestris,Host,11,Megabothris turbidus,Parasite,2,16,37,0,0.2973,0.125,0.208
A_HP_006,A,HostParasite,2897,Arvicola terrestris,Host,11,Neopsylla pleskei,Parasite,8,16,37,0,0.2973,0.5,0.208
A_HP_006,A,HostParasite,2932,Arvicola terrestris,Host,11,Rhadinopsylla ucrainica,Parasite,1,16,37,0,0.2973,0.0625,0.208
A_HP_006,A,HostParasite,3035,Arvicola terrestris,Host,11,Stenoponia tripectinata,Parasite,2,16,37,0,0.2973,0.125,0.208
A_HP_008,A,HostParasite,2893,Apodemus uralensis,Host,16,Frontopsylla elata,Parasite,2,8,24,0,0.6667,0.25,0.193
A_HP_008,A,HostParasite,3026,Apodemus uralensis,Host,16,Oropsylla silantiewi,Parasite,1,8,24,0,0.6667,0.125,0.193
A_HP_008,A,HostParasite,3013,Apodemus uralensis,Host,16,Rhadinopsylla li,Parasite,1,8,24,0,0.6667,0.125,0.193
A_HP_009,A,HostParasite,2888,Arvicola terrestris,Host,6,Amalaraeus penicilliger,Parasite,6,14,22,0,0.2727,0.4286,0.315
A_HP_009,A,HostParasite,2941,Arvicola terrestris,Host,6,Amphipsylla sibirica,Parasite,1,14,22,0,0.2727,0.0714,0.315
A_HP_009,A,HostParasite,2890,Arvicola terrestris,Host,6,Citellophilus tesquorum,Parasite,1,14,22,0,0.2727,0.0714,0.315
A_HP_009,A,HostParasite,3016,Arvicola terrestris,Host,6,Corrodopsylla birulai,Parasite,1,14,22,0,0.2727,0.0714,0.315
A_HP_009,A,HostParasite,3017,Arvicola terrestris,Host,6,Ctenophthalmus arvalis,Parasite,2,14,22,0,0.2727,0.1429,0.315
A_HP_009,A,HostParasite,2925,Apodemus uralensis,Host,12,Frontopsylla ornata,Parasite,2,14,22,0,0.5455,0.1429,0.315
A_HP_009,A,HostParasite,2906,Arvicola terrestris,Host,6,Nosopsyllus consimilis,Parasite,8,14,22,0,0.2727,0.5714,0.315
A_HP_009,A,HostParasite,3026,Apodemus uralensis,Host,12,Oropsylla silantiewi,Parasite,1,14,22,0,0.5455,0.0714,0.315
A_HP_009,A,HostParasite,2938,Apodemus uralensis,Host,12,Palaeopsylla soricis,Parasite,3,14,22,0,0.5455,0.2143,0.315
A_HP_009,A,HostParasite,3012,Arvicola terrestris,Host,6,Palaeopsylla soricis,Parasite,3,14,22,0,0.2727,0.2143,0.315
A_HP_010,A,HostParasite,2788,Apodemus uralensis,Host,7,Ctenophthalmus breviatus,Parasite,1,18,31,0,0.2258,0.0556,0.158
A_HP_012,A,HostParasite,3026,Apodemus uralensis,Host,16,Oropsylla silantiewi,Parasite,1,7,23,0,0.6957,0.1429,0.391
A_HP_012,A,HostParasite,3013,Apodemus uralensis,Host,16,Rhadinopsylla li,Parasite,1,7,23,0,0.6957,0.1429,0.391
A_HP_014,A,HostParasite,3014,Arvicola terrestris,Host,10,Amphipsylla kuznetzovi,Parasite,1,11,19,0,0.5263,0.0909,0.325
A_HP_014,A,HostParasite,2902,Arvicola terrestris,Host,10,Callopsylla caspia,Parasite,1,11,19,0,0.5263,0.0909,0.325
A_HP_014,A,HostParasite,2890,Arvicola terrestris,Host,10,Citellophilus tesquorum,Parasite,2,11,19,0,0.5263,0.1818,0.325
A_HP_014,A,HostParasite,2896,Arvicola terrestris,Host,10,Megabothris walkeri,Parasite,2,11,19,0,0.5263,0.1818,0.325
A_HP_014,A,HostParasite,2907,Arvicola terrestris,Host,10,Nosopsyllus mokrzeckyi,Parasite,4,11,19,0,0.5263,0.3636,0.325
A_HP_018,A,HostParasite,2919,Apodemus uralensis,Host,10,Hystrichopsylla talpae,Parasite,10,15,21,0,0.4762,0.6667,0.403
A_HP_018,A,HostParasite,2920,Apodemus uralensis,Host,10,Megabothris rectangulatus,Parasite,4,15,21,0,0.4762,0.2667,0.403
A_HP_018,A,HostParasite,2942,Apodemus uralensis,Host,10,Rhadinopsylla integella,Parasite,2,15,21,0,0.4762,0.1333,0.403
A_HP_020,A,HostParasite,2788,Apodemus uralensis,Host,8,Ctenophthalmus breviatus,Parasite,1,16,17,0,0.4706,0.0625,0.386
A_HP_020,A,HostParasite,2919,Apodemus uralensis,Host,8,Hystrichopsylla talpae,Parasite,7,16,17,0,0.4706,0.4375,0.386
A_HP_020,A,HostParasite,2936,Apodemus uralensis,Host,8,Megabothris turbidus,Parasite,6,16,17,0,0.4706,0.375,0.386
A_HP_020,A,HostParasite,2938,Apodemus uralensis,Host,8,Palaeopsylla soricis,Parasite,10,16,17,0,0.4706,0.625,0.386
A_HP_020,A,HostParasite,2939,Apodemus uralensis,Host,8,Peromyscopsylla bidentata,Parasite,6,16,17,0,0.4706,0.375,0.386
A_HP_020,A,HostParasite,2942,Apodemus uralensis,Host,8,Rhadinopsylla integella,Parasite,1,16,17,0,0.4706,0.0625,0.386
A_HP_021,A,HostParasite,2889,Arvicola terrestris,Host,2,Amphipsylla rossica,Parasite,1,9,15,0,0.1333,0.1111,0.422
A_HP_021,A,HostParasite,3010,Arvicola terrestris,Host,2,Ctenophthalmus agyrtes,Parasite,6,9,15,0,0.1333,0.6667,0.422
A_HP_021,A,HostParasite,2928,Arvicola terrestris,Host,2,Ctenophthalmus orientalis,Parasite,5,9,15,0,0.1333,0.5556,0.422
A_HP_021,A,HostParasite,2929,Arvicola terrestris,Host,2,Ctenophthalmus wagneri,Parasite,3,9,15,0,0.1333,0.3333,0.422
A_HP_021,A,HostParasite,2934,Apodemus uralensis,Host,10,Doratopsylla dasycnema,Parasite,1,9,15,0,0.6667,0.1111,0.422
A_HP_021,A,HostParasite,2895,Arvicola terrestris,Host,2,Hystrichopsylla talpae,Parasite,4,9,15,0,0.1333,0.4444,0.422
A_HP_021,A,HostParasite,2930,Arvicola terrestris,Host,2,Leptopsylla taschenbergi,Parasite,5,9,15,0,0.1333,0.5556,0.422
A_HP_021,A,HostParasite,2931,Arvicola terrestris,Host,2,Megabothris turbidus,Parasite,4,9,15,0,0.1333,0.4444,0.422
A_HP_021,A,HostParasite,2937,Apodemus uralensis,Host,10,Megabothris walkeri,Parasite,3,9,15,0,0.6667,0.3333,0.422
A_HP_021,A,HostParasite,2896,Arvicola terrestris,Host,2,Megabothris walkeri,Parasite,3,9,15,0,0.1333,0.3333,0.422
A_HP_021,A,HostParasite,2906,Arvicola terrestris,Host,2,Nosopsyllus consimilis,Parasite,4,9,15,0,0.1333,0.4444,0.422
A_HP_021,A,HostParasite,3030,Apodemus uralensis,Host,10,Nosopsyllus mokrzeckyi,Parasite,2,9,15,0,0.6667,0.2222,0.422
A_HP_021,A,HostParasite,2907,Arvicola terrestris,Host,2,Nosopsyllus mokrzeckyi,Parasite,2,9,15,0,0.1333,0.2222,0.422
A_HP_021,A,HostParasite,3012,Arvicola terrestris,Host,2,Palaeopsylla soricis,Parasite,4,9,15,0,0.1333,0.4444,0.422
A_HP_021,A,HostParasite,3019,Arvicola terrestris,Host,2,Peromyscopsylla bidentata,Parasite,4,9,15,0,0.1333,0.4444,0.422
A_HP_022,A,HostParasite,2888,Arvicola terrestris,Host,5,Amalaraeus penicilliger,Parasite,3,16,18,0,0.2778,0.1875,0.236
A_HP_022,A,HostParasite,3014,Arvicola terrestris,Host,5,Amphipsylla kuznetzovi,Parasite,1,16,18,0,0.2778,0.0625,0.236
A_HP_022,A,HostParasite,3015,Arvicola terrestris,Host,5,Amphipsylla prima,Parasite,2,16,18,0,0.2778,0.125,0.236
A_HP_022,A,HostParasite,3016,Arvicola terrestris,Host,5,Corrodopsylla birulai,Parasite,2,16,18,0,0.2778,0.125,0.236
A_HP_022,A,HostParasite,2935,Apodemus uralensis,Host,6,Leptopsylla segnis,Parasite,2,16,18,0,0.3333,0.125,0.236
A_HP_022,A,HostParasite,2905,Arvicola terrestris,Host,5,Leptopsylla segnis,Parasite,2,16,18,0,0.2778,0.125,0.236
A_HP_022,A,HostParasite,2898,Apodemus uralensis,Host,6,Neopsylla setosa,Parasite,2,16,18,0,0.3333,0.125,0.236
A_HP_022,A,HostParasite,3026,Apodemus uralensis,Host,6,Oropsylla silantiewi,Parasite,1,16,18,0,0.3333,0.0625,0.236
A_HP_022,A,HostParasite,2938,Apodemus uralensis,Host,6,Palaeopsylla soricis,Parasite,1,16,18,0,0.3333,0.0625,0.236
A_HP_022,A,HostParasite,3012,Arvicola terrestris,Host,5,Palaeopsylla soricis,Parasite,1,16,18,0,0.2778,0.0625,0.236
A_HP_022,A,HostParasite,3019,Arvicola terrestris,Host,5,Peromyscopsylla bidentata,Parasite,3,16,18,0,0.2778,0.1875,0.236
A_HP_023,A,HostParasite,2888,Arvicola terrestris,Host,3,Amalaraeus penicilliger,Parasite,6,9,8,0,0.375,0.6667,0.569
A_HP_023,A,HostParasite,3016,Arvicola terrestris,Host,3,Corrodopsylla birulai,Parasite,5,9,8,0,0.375,0.5556,0.569
