Estimate.Intercept,Est.Error.Intercept,2.5%ile.Intercept,97.5%ile.Intercept,id_pair
-0.06,0.48,-1.01,0.87,1423
-0.01,0.46,-0.91,0.89,1424
-0.02,0.46,-0.94,0.88,1425
-0.16,0.45,-1.07,0.73,1426
0.26,0.47,-0.63,1.19,1427
0.02,0.46,-0.89,0.91,1428
0.03,0.48,-0.93,0.97,1429
0.21,0.46,-0.69,1.14,1430
0.14,0.46,-0.78,1.06,1431
-0.13,0.45,-1.02,0.76,1432
-0.01,0.47,-0.96,0.92,1433
0.13,0.45,-0.76,1.01,1434
-0.01,0.48,-0.95,0.91,1435
-0.01,0.47,-0.94,0.93,1436
-0,0.48,-0.93,0.94,1437
0.02,0.47,-0.89,0.95,1438
0.01,0.45,-0.91,0.88,1439
-0.02,0.46,-0.93,0.89,1440
-0.04,0.47,-0.96,0.88,1441
-0.15,0.47,-1.05,0.77,1442
-0.02,0.47,-0.93,0.89,1443
-0.04,0.46,-0.95,0.87,1444
0.05,0.48,-0.9,0.98,1445
-0.02,0.46,-0.94,0.88,1446
-0.02,0.46,-0.93,0.89,1447
0.01,0.47,-0.9,0.95,1448
0.02,0.46,-0.88,0.92,1449
0.03,0.46,-0.87,0.92,1450
-0,0.48,-0.93,0.94,1451
-0,0.46,-0.92,0.9,1452
0.03,0.48,-0.9,0.96,1453
0,0.46,-0.9,0.88,1454
-0.01,0.47,-0.96,0.93,1455
0.02,0.46,-0.89,0.95,1456
-0.2,0.48,-1.16,0.74,1457
-0.01,0.49,-0.97,0.93,1458
-0.2,0.47,-1.14,0.7,1459
-0.05,0.46,-0.96,0.85,1460
-0.16,0.47,-1.09,0.76,1461
0.02,0.48,-0.93,0.98,1462
-0.09,0.47,-1.05,0.86,1463
-0,0.47,-0.93,0.93,1464
-0.19,0.46,-1.1,0.69,1465
-0.08,0.48,-1.04,0.84,1466
-0.11,0.47,-1.02,0.79,1467
-0.02,0.49,-0.99,0.94,1468
-0.21,0.48,-1.14,0.7,1469
-0.05,0.48,-1.04,0.87,1470
-0.01,0.47,-0.93,0.91,1471
0.18,0.47,-0.74,1.12,1472
0.12,0.48,-0.83,1.09,1473
0.23,0.48,-0.7,1.21,1474
0.08,0.47,-0.84,1.03,1475
0.08,0.47,-0.84,1.03,1476
0.07,0.48,-0.86,1,1477
-0.03,0.48,-0.96,0.9,1478
-0,0.46,-0.89,0.89,1479
0.06,0.46,-0.83,0.95,1480
0.21,0.45,-0.7,1.1,1481
-0.07,0.46,-0.96,0.82,1482
0.06,0.44,-0.79,0.92,1483
0.02,0.46,-0.93,0.91,1484
0.11,0.46,-0.79,1.02,1485
0.07,0.46,-0.86,0.99,1486
0.02,0.46,-0.9,0.95,1487
0,0.46,-0.88,0.93,1488
-0.15,0.45,-1.01,0.71,1489
-0.06,0.45,-0.95,0.83,1490
0.19,0.46,-0.71,1.12,1491
0.13,0.46,-0.76,1.05,1492
0.18,0.49,-0.75,1.13,1493
0.19,0.46,-0.71,1.14,1494
-0.02,0.47,-0.94,0.9,1495
0.16,0.47,-0.76,1.08,1496
-0.05,0.46,-0.94,0.86,1497
-0.07,0.45,-0.97,0.81,1498
0.15,0.47,-0.78,1.08,1499
0.19,0.46,-0.71,1.12,1500
0.08,0.45,-0.79,0.98,1501
0.01,0.48,-0.93,0.97,1502
-0.03,0.48,-0.96,0.91,1503
-0.04,0.47,-0.95,0.88,1504
-0.04,0.47,-0.98,0.89,1505
-0.02,0.49,-1,0.94,1506
0.12,0.47,-0.79,1.08,1507
0.12,0.47,-0.78,1.04,1508
0.09,0.45,-0.77,0.99,1509
0.07,0.47,-0.84,1,1510
0.06,0.47,-0.86,0.98,1511
0.01,0.49,-0.95,0.97,1512
-0.15,0.48,-1.06,0.76,1513
-0.09,0.44,-0.97,0.79,1514
-0.09,0.48,-1.04,0.86,1515
0.05,0.48,-0.88,0.97,1516
0.09,0.48,-0.85,0.98,1517
0.02,0.47,-0.89,0.97,1518
0.01,0.48,-0.97,0.96,1519
-0.13,0.47,-1.02,0.79,1520
-0.14,0.47,-1.08,0.78,1521
0.12,0.48,-0.81,1.05,1522
0.08,0.48,-0.86,1.06,1523
0.13,0.46,-0.76,1.06,1524
-0.1,0.47,-1.03,0.82,1525
0.12,0.46,-0.81,1.04,1526
0.1,0.47,-0.84,1.05,1527
0.12,0.47,-0.79,1.06,1528
0.1,0.47,-0.81,1.03,1529
0.1,0.47,-0.85,1.03,1530
-0.1,0.46,-1.02,0.82,1531
0.08,0.47,-0.82,1.02,1532
-0.16,0.47,-1.08,0.76,1533
0.1,0.47,-0.83,1.04,1534
0.04,0.48,-0.9,1.01,1535
0.02,0.48,-0.95,0.98,1536
0.03,0.48,-0.91,0.97,1537
-0.14,0.47,-1.06,0.8,1538
0.06,0.49,-0.87,1.03,1539
-0.13,0.48,-1.09,0.79,1540
-0.16,0.46,-1.05,0.74,1541
0.04,0.47,-0.87,0.97,1542
-0.18,0.47,-1.13,0.72,1543
-0.04,0.48,-0.98,0.91,1544
0.11,0.48,-0.86,1.06,1545
0.07,0.47,-0.83,0.98,1546
0.05,0.49,-0.9,0.99,1547
-0.01,0.45,-0.9,0.89,1548
-0.18,0.47,-1.1,0.75,1549
0.05,0.48,-0.88,1,1550
0.09,0.48,-0.83,1.03,1551
-0.18,0.49,-1.13,0.76,1552
-0.17,0.48,-1.12,0.8,1553
-0.16,0.49,-1.12,0.82,1554
-0.09,0.47,-0.99,0.83,1555
-0.08,0.48,-1.03,0.86,1556
0.01,0.46,-0.89,0.9,1557
-0.14,0.48,-1.06,0.78,1558
-0.2,0.48,-1.16,0.72,1559
-0.13,0.47,-1.07,0.81,1560
-0.2,0.46,-1.11,0.72,1561
0,0.45,-0.91,0.89,1562
0.16,0.47,-0.73,1.07,1563
0.09,0.47,-0.86,0.99,1564
0.23,0.48,-0.71,1.2,1565
-0.05,0.45,-0.94,0.83,1566
-0.01,0.46,-0.89,0.87,1567
-0.11,0.47,-1.04,0.81,1568
-0.11,0.47,-1.06,0.85,1569
-0.02,0.48,-0.99,0.93,1570
-0.13,0.45,-1.01,0.78,1571
-0.17,0.45,-1.07,0.71,1572
0.01,0.47,-0.92,0.94,1573
-0.01,0.48,-0.95,0.95,1574
0.03,0.46,-0.87,0.94,1575
0.02,0.46,-0.88,0.95,1576
-0.04,0.47,-0.98,0.93,1577
-0.12,0.48,-1.07,0.8,1578
-0.13,0.47,-1.04,0.78,1579
0.01,0.46,-0.9,0.94,1580
0,0.46,-0.88,0.88,1581
-0.05,0.46,-0.96,0.83,1582
-0.02,0.48,-0.97,0.92,1583
-0.05,0.47,-1,0.88,1584
0.02,0.48,-0.92,0.95,1585
0.01,0.46,-0.88,0.91,1586
0.03,0.48,-0.9,0.99,1587
0.02,0.46,-0.88,0.95,1588
0.02,0.47,-0.91,0.97,1589
-0.01,0.47,-0.94,0.91,1590
-0.15,0.46,-1.1,0.77,1591
0.02,0.48,-0.9,0.97,1592
0,0.46,-0.9,0.88,1593
0.02,0.47,-0.88,0.93,1594
-0.04,0.47,-0.95,0.86,1595
-0.1,0.47,-1.01,0.85,1596
0.02,0.47,-0.9,0.92,1597
0,0.45,-0.88,0.89,1598
-0.04,0.46,-0.95,0.87,1599
-0.06,0.48,-1.02,0.88,1600
-0.05,0.46,-0.95,0.86,1601
0,0.48,-0.93,0.92,1602
-0.01,0.46,-0.89,0.88,1603
-0.01,0.46,-0.89,0.87,1604
-0.04,0.47,-1.01,0.88,1605
-0.02,0.47,-0.93,0.88,1606
0.02,0.46,-0.88,0.92,1607
0.01,0.48,-0.93,0.95,1608
-0.02,0.46,-0.91,0.86,1609
-0.12,0.46,-1.03,0.78,1610
0.01,0.47,-0.92,0.93,1611
0.02,0.46,-0.9,0.9,1612
-0.06,0.46,-0.97,0.85,1613
-0,0.46,-0.95,0.9,1614
-0.09,0.45,-0.97,0.78,1615
-0.01,0.47,-0.94,0.89,1616
0,0.47,-0.89,0.92,1617
0.01,0.46,-0.9,0.91,1618
0.06,0.46,-0.85,0.95,1619
0.04,0.47,-0.9,0.95,1620
-0.07,0.48,-1.03,0.87,1621
-0.08,0.49,-1.04,0.86,1622
-0.03,0.47,-0.94,0.87,1623
0.02,0.47,-0.9,0.92,1624
-0.02,0.48,-0.93,0.89,1625
-0.01,0.46,-0.93,0.92,1626
0.07,0.48,-0.88,1,1627
-0.32,0.46,-1.23,0.59,1628
0.07,0.49,-0.86,1.03,1629
0.04,0.48,-0.92,1.01,1630
0.13,0.48,-0.78,1.05,1631
-0.17,0.46,-1.07,0.74,1632
0.12,0.46,-0.74,1.03,1633
0.06,0.49,-0.9,1.02,1634
-0.35,0.46,-1.29,0.54,1635
0.03,0.49,-0.91,0.99,1636
0.12,0.47,-0.81,1.06,1637
0.13,0.48,-0.8,1.11,1638
-0.07,0.46,-0.94,0.82,1639
0.06,0.46,-0.83,0.97,1640
0.13,0.46,-0.77,1.05,1641
0.1,0.46,-0.78,1.03,1642
0.04,0.47,-0.9,0.97,1643
-0.11,0.46,-1.01,0.8,1644
0.19,0.48,-0.78,1.15,1645
-0.12,0.45,-1,0.78,1646
0.09,0.47,-0.85,1.05,1647
0.04,0.47,-0.85,0.99,1648
0.04,0.49,-0.92,1,1649
-0.12,0.46,-1.03,0.77,1650
0.05,0.46,-0.82,0.97,1651
0.05,0.45,-0.81,0.93,1652
0.1,0.47,-0.83,1.04,1653
-0.1,0.46,-1.02,0.78,1654
-0.02,0.46,-0.94,0.91,1655
0.03,0.49,-0.95,1,1656
0.02,0.46,-0.88,0.92,1657
0.08,0.48,-0.85,1.04,1658
0.09,0.47,-0.84,0.99,1659
-0.16,0.45,-1.04,0.75,1660
0.09,0.48,-0.83,1.03,1661
0.13,0.47,-0.79,1.04,1662
0.11,0.5,-0.9,1.09,1663
0.13,0.46,-0.79,1.04,1664
-0.08,0.47,-1,0.83,1665
0.09,0.48,-0.86,1.04,1666
0.11,0.48,-0.82,1.06,1667
0.02,0.47,-0.9,0.97,1668
0.05,0.46,-0.85,0.97,1669
0.11,0.46,-0.78,1.02,1670
0.2,0.46,-0.68,1.1,1671
0.11,0.45,-0.76,0.98,1672
-0.08,0.48,-1.02,0.85,1673
0.26,0.47,-0.66,1.2,1674
-0.06,0.46,-0.98,0.86,1675
0.1,0.45,-0.81,0.99,1676
-0.06,0.45,-0.94,0.8,1677
0.25,0.46,-0.66,1.21,1678
-0.15,0.46,-1.05,0.78,1679
0.12,0.47,-0.81,1.06,1680
-0.03,0.47,-0.93,0.91,1681
0.07,0.47,-0.86,0.97,1682
-0.23,0.48,-1.16,0.7,1683
-0.24,0.47,-1.16,0.67,1684
0.02,0.49,-0.95,0.99,1685
0.1,0.47,-0.81,1.03,1686
0.09,0.48,-0.86,1.03,1687
-0.19,0.49,-1.17,0.78,1688
0.04,0.49,-0.9,0.96,1689
-0.08,0.48,-1.02,0.84,1690
0.01,0.46,-0.88,0.91,1691
-0.05,0.45,-0.95,0.84,1692
0.14,0.46,-0.73,1.03,1693
0.04,0.48,-0.9,1,1694
-0.07,0.5,-1.07,0.89,1695
-0.1,0.46,-1.02,0.81,1696
-0.1,0.47,-1.02,0.82,1697
0.08,0.47,-0.83,1.02,1698
-0.08,0.47,-1.01,0.86,1699
-0.11,0.47,-1.03,0.83,1700
0.11,0.47,-0.82,1.01,1701
0.09,0.48,-0.82,1.05,1702
0.05,0.48,-0.85,0.99,1703
-0.02,0.47,-0.93,0.91,1704
0.16,0.47,-0.76,1.13,1705
0.14,0.47,-0.77,1.07,1706
-0.09,0.46,-0.99,0.81,1707
-0.17,0.47,-1.1,0.76,1708
0.12,0.47,-0.81,1.05,1709
0.08,0.47,-0.85,0.98,1710
0.11,0.47,-0.79,1.02,1711
-0.1,0.46,-1.01,0.81,1712
-0.11,0.48,-1.05,0.85,1713
-0.01,0.46,-0.9,0.88,1714
-0.02,0.47,-0.95,0.9,1715
-0.1,0.46,-1.02,0.8,1716
-0.07,0.47,-0.99,0.86,1717
-0.02,0.46,-0.93,0.85,1718
-0.05,0.46,-0.95,0.84,1719
-0.03,0.47,-0.97,0.92,1720
-0.04,0.5,-1,0.94,1721
-0.04,0.46,-0.95,0.85,1722
-0.04,0.47,-0.96,0.89,1723
-0.02,0.48,-0.98,0.95,1724
-0.15,0.47,-1.06,0.79,1725
-0.01,0.46,-0.94,0.91,1726
-0.28,0.47,-1.18,0.63,1727
-0.21,0.46,-1.14,0.67,1728
0.02,0.47,-0.89,0.92,1729
0.04,0.47,-0.86,0.97,1730
-0.08,0.47,-0.99,0.83,1731
-0.02,0.47,-0.96,0.88,1732
-0.07,0.46,-0.98,0.84,1733
0.06,0.47,-0.86,0.96,1734
0.01,0.46,-0.87,0.97,1735
-0.09,0.44,-0.98,0.79,1736
-0.1,0.47,-1,0.83,1737
0.16,0.45,-0.72,1.06,1738
-0.09,0.46,-1.01,0.83,1739
0.19,0.46,-0.71,1.13,1740
0.16,0.46,-0.68,1.08,1741
0.06,0.44,-0.79,0.94,1742
-0.11,0.47,-1.01,0.81,1743
-0.09,0.46,-1.04,0.83,1744
0.01,0.47,-0.9,0.93,1745
0.07,0.46,-0.81,0.99,1746
-0.07,0.46,-0.97,0.84,1747
0.04,0.46,-0.87,0.97,1748
0.02,0.46,-0.86,0.94,1749
-0,0.46,-0.92,0.94,1750
0.02,0.46,-0.85,0.92,1751
0.04,0.47,-0.87,0.93,1752
0.03,0.47,-0.86,0.99,1753
0.03,0.46,-0.9,0.93,1754
0.03,0.45,-0.87,0.94,1755
-0.03,0.47,-0.96,0.89,1756
-0.06,0.47,-0.99,0.84,1757
0.06,0.48,-0.88,1.01,1758
0.04,0.46,-0.87,0.96,1759
0.06,0.48,-0.87,1.04,1760
0.03,0.46,-0.88,0.91,1761
0.05,0.48,-0.91,0.99,1762
-0.02,0.46,-0.94,0.92,1763
0.13,0.46,-0.78,1.04,1764
0.04,0.46,-0.87,0.94,1765
-0.02,0.47,-0.97,0.88,1766
0.06,0.47,-0.87,1,1767
0.11,0.47,-0.81,1.04,1768
0.06,0.45,-0.84,0.96,1769
0.12,0.46,-0.79,1.01,1770
-0.01,0.48,-0.97,0.9,1771
-0.19,0.45,-1.1,0.66,1772
-0.02,0.48,-0.96,0.92,1773
-0.14,0.46,-1.05,0.74,1774
0.04,0.47,-0.9,0.95,1775
0.05,0.47,-0.86,0.98,1776
0.06,0.47,-0.86,0.97,1777
0.07,0.46,-0.82,0.97,1778
0.06,0.47,-0.88,0.99,1779
-0.2,0.47,-1.13,0.71,1780
0.03,0.47,-0.92,0.98,1781
-0.05,0.48,-1.01,0.92,1782
-0.21,0.46,-1.11,0.71,1783
-0.15,0.46,-1.07,0.75,1784
0.14,0.47,-0.79,1.09,1785
-0.05,0.47,-1,0.86,1786
-0.09,0.47,-1.02,0.87,1787
-0.03,0.48,-0.99,0.91,1788
-0.1,0.46,-1.02,0.85,1789
-0,0.48,-0.94,0.95,1790
0.26,0.44,-0.59,1.14,1791
0.02,0.48,-0.95,0.97,1792
0.02,0.49,-0.94,1.01,1793
0.01,0.49,-0.95,0.98,1794
0.04,0.47,-0.88,0.98,1795
-0.04,0.47,-0.97,0.89,1796
0.01,0.48,-0.91,0.94,1797
0.05,0.49,-0.94,1.01,1798
0.02,0.49,-0.96,1.01,1799
0.12,0.47,-0.8,1.07,1800
0.06,0.48,-0.85,0.99,1801
0.01,0.49,-0.93,0.98,1802
0.02,0.48,-0.9,0.99,1803
-0,0.48,-0.94,0.92,1804
0.01,0.47,-0.91,0.95,1805
0.03,0.49,-0.93,1.01,1806
0,0.49,-0.97,0.97,1807
0.03,0.49,-0.94,0.97,1808
0,0.49,-0.97,0.95,1809
0.02,0.47,-0.91,0.92,1810
0.01,0.48,-0.93,0.94,1811
0.14,0.46,-0.75,1.06,1812
0.02,0.44,-0.86,0.87,1813
0.02,0.48,-0.88,0.95,1814
0.04,0.48,-0.9,0.98,1815
0.09,0.45,-0.79,1,1816
0.02,0.48,-0.91,0.97,1817
0,0.51,-1.01,1,1818
0.06,0.48,-0.89,0.99,1819
0.02,0.51,-0.97,1.04,1820
0.02,0.49,-0.93,1,1821
0.01,0.47,-0.91,0.95,1822
0.02,0.47,-0.91,0.96,1823
0.07,0.47,-0.85,1.01,1824
0.02,0.48,-0.94,0.96,1825
0.15,0.46,-0.77,1.06,1826
0.02,0.48,-0.92,0.96,1827
0.05,0.48,-0.9,0.98,1828
0.05,0.5,-0.92,1.02,1829
-0.02,0.47,-0.93,0.88,1830
0,0.47,-0.9,0.94,1831
-0.02,0.47,-0.97,0.92,1832
0.1,0.46,-0.81,1.01,1833
-0,0.47,-0.9,0.93,1834
-0.01,0.47,-0.92,0.9,1835
0.21,0.48,-0.73,1.17,1836
-0.02,0.46,-0.94,0.89,1837
-0,0.46,-0.92,0.91,1838
0.2,0.47,-0.71,1.13,1839
-0.33,0.45,-1.22,0.57,1840
0.22,0.47,-0.66,1.14,1841
-0.03,0.47,-0.99,0.92,1842
0.18,0.47,-0.75,1.12,1843
-0.03,0.47,-0.95,0.9,1844
-0.16,0.47,-1.12,0.76,1845
-0.2,0.47,-1.18,0.7,1846
0.02,0.49,-0.93,1.01,1847
0.09,0.47,-0.81,1.01,1848
0.1,0.46,-0.81,1.05,1849
0.14,0.46,-0.76,1.04,1850
0.08,0.48,-0.88,1.04,1851
0.05,0.47,-0.85,0.96,1852
0.06,0.48,-0.92,1.01,1853
0.03,0.48,-0.91,0.97,1854
0.16,0.47,-0.76,1.1,1855
0.2,0.46,-0.68,1.12,1856
0.24,0.47,-0.67,1.2,1857
0.03,0.47,-0.89,0.96,1858
-0.03,0.47,-0.94,0.9,1859
0.03,0.46,-0.83,0.95,1860
0.12,0.48,-0.78,1.1,1861
0.22,0.48,-0.71,1.16,1862
-0.11,0.48,-1.05,0.86,1863
-0.06,0.47,-0.99,0.84,1864
-0.16,0.47,-1.1,0.75,1865
-0.1,0.48,-1.03,0.83,1866
-0.13,0.46,-1.02,0.77,1867
0.22,0.47,-0.7,1.18,1868
0.02,0.49,-0.94,0.95,1869
-0.15,0.45,-1.04,0.72,1870
0.02,0.47,-0.89,0.93,1871
0.04,0.46,-0.87,0.97,1872
-0.11,0.46,-1,0.81,1873
-0.15,0.45,-1.05,0.75,1874
-0.02,0.48,-0.97,0.92,1875
-0.07,0.47,-0.97,0.84,1876
-0,0.46,-0.93,0.91,1877
-0.13,0.46,-1.04,0.79,1878
-0.02,0.48,-0.94,0.87,1879
-0.09,0.45,-0.96,0.78,1880
-0.09,0.44,-0.96,0.81,1881
-0.03,0.47,-0.93,0.87,1882
-0.1,0.47,-1.04,0.81,1883
-0.12,0.46,-1.02,0.78,1884
-0.01,0.48,-0.97,0.94,1885
0.01,0.46,-0.88,0.92,1886
0.01,0.47,-0.9,0.94,1887
0.04,0.46,-0.85,0.94,1888
-0.1,0.45,-0.99,0.78,1889
0.05,0.46,-0.85,0.95,1890
-0.08,0.47,-1.04,0.86,1891
-0.04,0.47,-0.96,0.89,1892
0.03,0.47,-0.87,0.94,1893
-0.09,0.46,-0.99,0.81,1894
0.03,0.46,-0.87,0.95,1895
-0.02,0.46,-0.9,0.87,1896
-0.13,0.46,-1.04,0.78,1897
0.19,0.46,-0.69,1.12,1898
-0,0.47,-0.94,0.9,1899
-0.06,0.46,-0.94,0.82,1900
0.04,0.46,-0.81,0.92,1901
-0.06,0.49,-1.05,0.88,1902
0.03,0.46,-0.87,0.95,1903
0.05,0.47,-0.85,0.98,1904
0.07,0.48,-0.88,1.02,1905
0.09,0.49,-0.85,1.05,1906
0.02,0.47,-0.9,0.96,1907
0.08,0.47,-0.84,1.02,1908
0.08,0.47,-0.85,1.02,1909
0.07,0.49,-0.92,1.04,1910
0.04,0.47,-0.91,0.96,1911
0.05,0.48,-0.91,1,1912
0.12,0.47,-0.83,1.06,1913
0.05,0.48,-0.88,1.03,1914
0.02,0.48,-0.94,0.95,1915
0.1,0.47,-0.82,1.06,1916
0.05,0.49,-0.93,1.02,1917
0.09,0.47,-0.81,1.03,1918
0.21,0.49,-0.74,1.21,1919
-0.04,0.47,-0.95,0.87,1920
0.01,0.47,-0.94,0.93,1921
0.02,0.47,-0.9,0.91,1922
0.09,0.45,-0.8,0.97,1923
0.03,0.48,-0.92,0.99,1924
-0.07,0.46,-0.97,0.83,1925
-0.1,0.48,-1.04,0.82,1926
-0.15,0.45,-1,0.72,1927
0.18,0.47,-0.71,1.12,1928
0.14,0.48,-0.81,1.08,1929
0.04,0.44,-0.83,0.9,1930
-0.02,0.46,-0.96,0.87,1931
0.1,0.46,-0.79,1.04,1932
0.1,0.45,-0.77,0.98,1933
0.17,0.47,-0.76,1.09,1934
-0.04,0.47,-0.98,0.89,1935
-0.05,0.45,-0.93,0.83,1936
0.18,0.47,-0.7,1.1,1937
0.1,0.47,-0.81,1.03,1938
-0.21,0.45,-1.11,0.67,1939
-0.04,0.47,-0.96,0.88,1940
0.17,0.46,-0.74,1.07,1941
-0.06,0.47,-1,0.86,1942
0.09,0.5,-0.86,1.1,1943
-0.1,0.44,-0.99,0.77,1944
-0.13,0.45,-1.02,0.74,1945
0.06,0.47,-0.91,0.99,1946
-0.11,0.47,-1.05,0.79,1947
-0.02,0.45,-0.91,0.88,1948
0.16,0.46,-0.74,1.08,1949
0.15,0.46,-0.74,1.06,1950
0.2,0.46,-0.73,1.13,1951
-0.03,0.44,-0.95,0.83,1952
-0.04,0.46,-0.94,0.87,1953
0.17,0.48,-0.78,1.14,1954
0.35,0.45,-0.49,1.24,1955
-0.04,0.45,-0.93,0.83,1956
0.22,0.47,-0.71,1.14,1957
-0,0.48,-0.94,0.95,1958
0.13,0.46,-0.79,1.01,1959
0.17,0.49,-0.79,1.17,1960
0.01,0.46,-0.9,0.94,1961
-0.06,0.46,-0.97,0.84,1962
0.17,0.47,-0.73,1.08,1963
-0.07,0.46,-0.96,0.85,1964
-0.01,0.47,-0.92,0.93,1965
0.01,0.5,-0.96,0.98,1966
0.03,0.49,-0.94,1.01,1967
0.03,0.48,-0.89,1,1968
0.01,0.48,-0.95,0.93,1969
0.04,0.48,-0.92,1.01,1970
-0.05,0.47,-0.99,0.89,1971
-0.03,0.47,-0.94,0.9,1972
0.23,0.47,-0.67,1.17,1973
0.03,0.48,-0.91,1,1974
0.14,0.47,-0.76,1.05,1975
0.07,0.48,-0.85,1.05,1976
0.05,0.47,-0.88,0.96,1977
0.2,0.46,-0.68,1.14,1978
0.23,0.47,-0.67,1.19,1979
0.05,0.48,-0.9,0.98,1980
-0.07,0.46,-0.98,0.83,1981
-0.08,0.47,-1,0.84,1982
-0.13,0.47,-1.05,0.77,1983
0.15,0.46,-0.76,1.08,1984
0.1,0.47,-0.82,1.01,1985
-0.07,0.47,-1.01,0.86,1986
-0.08,0.48,-1.04,0.87,1987
-0.07,0.46,-0.95,0.85,1988
-0.03,0.46,-0.94,0.86,1989
-0.06,0.46,-0.95,0.83,1990
-0.01,0.48,-0.94,0.89,1991
0.07,0.47,-0.84,0.99,1992
0.13,0.47,-0.77,1.07,1993
0.02,0.47,-0.91,0.93,1994
0.01,0.46,-0.89,0.92,1995
0.02,0.46,-0.86,0.94,1996
-0.11,0.47,-1.03,0.81,1997
-0.06,0.48,-0.99,0.88,1998
0.01,0.46,-0.87,0.91,1999
-0.04,0.47,-0.96,0.89,2000
-0.1,0.46,-1.01,0.79,2001
0.01,0.48,-0.96,0.97,2002
-0.04,0.48,-1,0.93,2003
-0.2,0.46,-1.13,0.69,2004
0.01,0.45,-0.87,0.91,2005
0.12,0.47,-0.79,1.04,2006
-0.2,0.46,-1.12,0.7,2007
0.23,0.47,-0.68,1.17,2008
0.02,0.46,-0.91,0.93,2009
-0.07,0.45,-0.97,0.83,2010
-0,0.48,-0.95,0.92,2011
0.03,0.46,-0.87,0.93,2012
0.02,0.48,-0.91,0.98,2013
0.04,0.46,-0.85,0.94,2014
0.02,0.46,-0.87,0.9,2015
-0.05,0.45,-0.92,0.8,2016
-0,0.45,-0.92,0.89,2017
-0.05,0.45,-0.97,0.81,2018
0.15,0.48,-0.8,1.08,2019
0.04,0.48,-0.88,0.97,2020
-0.01,0.46,-0.91,0.88,2021
-0.02,0.46,-0.94,0.88,2022
-0.01,0.48,-0.96,0.9,2023
-0.02,0.46,-0.96,0.9,2024
-0.02,0.47,-0.95,0.9,2025
-0.01,0.47,-0.91,0.89,2026
-0.01,0.47,-0.92,0.91,2027
-0.02,0.46,-0.93,0.88,2028
-0.1,0.46,-1,0.8,2029
-0.02,0.46,-0.91,0.87,2030
-0.04,0.46,-0.93,0.86,2031
-0.37,0.44,-1.25,0.48,2032
-0.03,0.46,-0.95,0.87,2033
0,0.45,-0.87,0.87,2034
-0.07,0.46,-1,0.79,2035
0.01,0.47,-0.93,0.93,2036
0.06,0.46,-0.84,0.97,2037
-0.02,0.45,-0.92,0.85,2038
-0.01,0.45,-0.89,0.89,2039
0.04,0.47,-0.88,0.95,2040
-0.08,0.48,-1.05,0.88,2041
0.06,0.47,-0.87,0.97,2042
0.01,0.45,-0.86,0.91,2043
0.06,0.48,-0.87,1.01,2044
0.02,0.45,-0.87,0.92,2045
0.07,0.47,-0.84,1,2046
-0.1,0.46,-1.02,0.81,2047
0.08,0.47,-0.88,1.03,2048
0.03,0.48,-0.89,0.96,2049
-0,0.45,-0.91,0.88,2050
-0.01,0.46,-0.88,0.89,2051
0,0.47,-0.95,0.89,2052
-0.02,0.47,-0.95,0.89,2053
-0.03,0.48,-0.96,0.93,2054
-0.04,0.47,-0.97,0.88,2055
-0,0.48,-0.94,0.93,2056
-0.03,0.46,-0.92,0.87,2057
-0.09,0.46,-1.01,0.84,2058
-0.14,0.48,-1.07,0.81,2059
-0.03,0.48,-0.97,0.94,2060
0.02,0.46,-0.91,0.92,2061
-0.08,0.48,-1.04,0.88,2062
-0.15,0.44,-1.03,0.71,2063
-0.03,0.47,-0.94,0.88,2064
-0.06,0.46,-0.98,0.85,2065
-0.05,0.48,-0.98,0.88,2066
-0.12,0.47,-1.03,0.8,2067
0.01,0.45,-0.88,0.88,2068
-0.08,0.47,-1,0.83,2069
-0.14,0.45,-1.01,0.75,2070
-0.04,0.45,-0.94,0.86,2071
-0.01,0.46,-0.92,0.91,2072
0.02,0.46,-0.87,0.92,2073
-0.07,0.46,-0.98,0.82,2074
-0.12,0.45,-1.03,0.74,2075
-0,0.45,-0.87,0.9,2076
-0.01,0.45,-0.92,0.88,2077
-0.04,0.46,-0.94,0.86,2078
-0.03,0.46,-0.93,0.85,2079
-0.07,0.45,-0.96,0.84,2080
-0.19,0.46,-1.08,0.7,2081
-0.08,0.47,-1.02,0.85,2082
0,0.47,-0.91,0.95,2083
-0.03,0.47,-0.95,0.91,2084
-0.06,0.46,-0.94,0.85,2085
-0.02,0.46,-0.92,0.9,2086
0.01,0.47,-0.92,0.92,2087
-0.03,0.47,-0.93,0.88,2088
0.01,0.45,-0.84,0.91,2089
0.04,0.47,-0.87,0.98,2090
0.04,0.46,-0.86,0.97,2091
0.06,0.48,-0.88,1,2092
0.04,0.47,-0.91,1,2093
-0,0.49,-0.95,0.95,2094
0.01,0.47,-0.91,0.93,2095
0.07,0.47,-0.82,1.05,2096
0.01,0.47,-0.89,0.96,2097
0.04,0.5,-0.93,1.01,2098
-0.16,0.49,-1.12,0.8,2099
0.07,0.47,-0.9,0.99,2100
0.03,0.48,-0.88,0.98,2101
-0.05,0.47,-0.97,0.88,2102
-0.41,0.48,-1.4,0.54,2103
0.05,0.48,-0.9,0.99,2104
0.05,0.45,-0.83,0.91,2105
0.03,0.49,-0.94,0.95,2106
0.03,0.47,-0.89,0.96,2107
0.07,0.47,-0.85,1.01,2108
0.05,0.48,-0.92,1,2109
0.06,0.48,-0.89,1.01,2110
