Estimate.Intercept,Est.Error.Intercept,2.5%ile.Intercept,97.5%ile.Intercept,id_pair
-0,0.46,-0.91,0.93,1424
-0.01,0.45,-0.88,0.86,1425
-0.15,0.46,-1.03,0.74,1426
0.26,0.49,-0.68,1.22,1427
0.02,0.48,-0.92,0.97,1428
0.03,0.47,-0.88,0.97,1429
0.22,0.47,-0.7,1.16,1430
0.14,0.47,-0.76,1.08,1431
-0.13,0.45,-1.01,0.75,1432
-0.03,0.46,-0.92,0.89,1433
0.14,0.46,-0.77,1.06,1434
-0.02,0.47,-0.95,0.9,1435
-0.02,0.47,-0.93,0.92,1436
-0.01,0.48,-0.94,0.95,1437
0.03,0.46,-0.86,0.93,1438
0,0.46,-0.9,0.94,1439
-0.02,0.48,-0.97,0.92,1440
-0.04,0.47,-0.94,0.88,1441
-0.14,0.48,-1.11,0.79,1442
-0.01,0.48,-0.96,0.95,1443
-0.04,0.46,-0.96,0.86,1444
0.04,0.47,-0.87,0.98,1445
-0.03,0.48,-0.96,0.93,1446
-0.02,0.47,-0.97,0.89,1447
0.02,0.48,-0.93,0.95,1448
0.02,0.47,-0.88,0.96,1449
0.02,0.47,-0.89,0.94,1450
0.01,0.48,-0.94,0.94,1451
-0.01,0.47,-0.92,0.92,1452
0.02,0.46,-0.88,0.94,1453
0,0.45,-0.87,0.89,1454
-0.02,0.46,-0.94,0.87,1455
0.02,0.47,-0.9,0.96,1456
-0.2,0.47,-1.16,0.74,1457
-0.02,0.47,-0.96,0.88,1458
-0.2,0.47,-1.16,0.69,1459
-0.06,0.47,-1.01,0.86,1460
-0.16,0.46,-1.06,0.74,1461
0.03,0.48,-0.89,0.96,1462
-0.07,0.48,-1.03,0.85,1463
-0,0.48,-0.95,0.94,1464
-0.19,0.47,-1.16,0.72,1465
-0.09,0.49,-1.06,0.89,1466
-0.11,0.47,-1.03,0.81,1467
-0.01,0.46,-0.92,0.9,1468
-0.2,0.45,-1.11,0.66,1469
-0.06,0.48,-1,0.89,1470
-0.01,0.47,-0.94,0.94,1471
0.18,0.47,-0.73,1.13,1472
0.12,0.47,-0.8,1.05,1473
0.23,0.47,-0.67,1.15,1474
0.09,0.46,-0.82,0.98,1475
0.07,0.47,-0.82,0.99,1476
0.08,0.48,-0.84,1.02,1477
-0.01,0.46,-0.93,0.88,1478
-0.01,0.45,-0.91,0.86,1479
0.05,0.48,-0.89,0.99,1480
0.22,0.47,-0.7,1.17,1481
-0.06,0.46,-0.97,0.85,1482
0.07,0.46,-0.86,0.99,1483
0.01,0.47,-0.91,0.93,1484
0.11,0.49,-0.83,1.08,1485
0.07,0.48,-0.86,0.99,1486
0.01,0.48,-0.94,0.95,1487
-0.01,0.46,-0.89,0.89,1488
-0.15,0.45,-1.03,0.74,1489
-0.06,0.46,-0.98,0.86,1490
0.2,0.47,-0.7,1.11,1491
0.13,0.45,-0.73,1.03,1492
0.19,0.46,-0.72,1.12,1493
0.19,0.46,-0.69,1.13,1494
-0.01,0.47,-0.93,0.94,1495
0.17,0.46,-0.76,1.08,1496
-0.05,0.45,-0.95,0.85,1497
-0.06,0.45,-0.96,0.83,1498
0.16,0.47,-0.74,1.11,1499
0.19,0.48,-0.71,1.16,1500
0.09,0.46,-0.81,1.02,1501
0.01,0.48,-0.93,0.95,1502
-0.03,0.47,-0.95,0.89,1503
-0.05,0.47,-0.99,0.88,1504
-0.04,0.47,-0.96,0.86,1505
-0.01,0.47,-0.93,0.91,1506
0.13,0.47,-0.81,1.07,1507
0.11,0.49,-0.81,1.05,1508
0.1,0.48,-0.84,1.07,1509
0.08,0.48,-0.85,1.04,1510
0.06,0.47,-0.82,0.97,1511
0.01,0.49,-0.94,0.97,1512
-0.16,0.47,-1.08,0.76,1513
-0.1,0.48,-1.02,0.83,1514
-0.1,0.46,-0.98,0.78,1515
0.05,0.48,-0.9,0.97,1516
0.1,0.46,-0.81,1,1517
0.03,0.48,-0.89,0.96,1518
0.02,0.49,-0.94,0.97,1519
-0.12,0.48,-1.09,0.8,1520
-0.15,0.46,-1.07,0.75,1521
0.1,0.47,-0.8,1.03,1522
0.08,0.45,-0.83,0.98,1523
0.11,0.46,-0.75,1.02,1524
-0.1,0.48,-1.05,0.85,1525
0.13,0.46,-0.77,1.07,1526
0.11,0.47,-0.81,1,1527
0.11,0.47,-0.83,1.05,1528
0.09,0.47,-0.84,1.03,1529
0.11,0.47,-0.8,1.04,1530
-0.12,0.47,-1.04,0.85,1531
0.08,0.46,-0.82,0.95,1532
-0.16,0.48,-1.1,0.76,1533
0.09,0.48,-0.9,1.05,1534
0.05,0.48,-0.89,0.99,1535
0.02,0.46,-0.9,0.95,1536
0.03,0.48,-0.94,0.96,1537
-0.14,0.47,-1.06,0.78,1538
0.06,0.49,-0.88,1,1539
-0.14,0.47,-1.1,0.78,1540
-0.15,0.48,-1.11,0.76,1541
0.03,0.48,-0.91,0.98,1542
-0.2,0.48,-1.15,0.74,1543
-0.04,0.46,-0.92,0.85,1544
0.12,0.48,-0.82,1.07,1545
0.07,0.46,-0.84,1.03,1546
0.05,0.47,-0.87,1.01,1547
-0.01,0.46,-0.94,0.89,1548
-0.17,0.46,-1.09,0.7,1549
0.05,0.46,-0.85,0.95,1550
0.09,0.47,-0.82,1.03,1551
-0.17,0.48,-1.12,0.75,1552
-0.17,0.46,-1.09,0.72,1553
-0.15,0.48,-1.08,0.78,1554
-0.09,0.47,-1.03,0.85,1555
-0.09,0.47,-1.02,0.85,1556
0,0.47,-0.92,0.94,1557
-0.13,0.47,-1.06,0.8,1558
-0.2,0.49,-1.14,0.73,1559
-0.12,0.47,-1.03,0.81,1560
-0.21,0.46,-1.12,0.7,1561
0.01,0.47,-0.97,0.96,1562
0.15,0.46,-0.75,1.06,1563
0.09,0.47,-0.82,1,1564
0.23,0.45,-0.61,1.13,1565
-0.04,0.45,-0.93,0.84,1566
-0.01,0.47,-0.91,0.9,1567
-0.1,0.45,-1,0.78,1568
-0.12,0.44,-1.02,0.72,1569
-0.02,0.47,-0.95,0.92,1570
-0.14,0.47,-1.03,0.74,1571
-0.17,0.47,-1.12,0.74,1572
0.01,0.48,-0.96,0.93,1573
-0.02,0.48,-0.96,0.92,1574
0.02,0.46,-0.9,0.93,1575
0.04,0.47,-0.88,0.96,1576
-0.04,0.47,-0.97,0.88,1577
-0.13,0.47,-1.06,0.81,1578
-0.13,0.47,-1.07,0.78,1579
0.01,0.46,-0.85,0.92,1580
0.01,0.47,-0.94,0.91,1581
-0.06,0.46,-0.97,0.84,1582
-0.03,0.48,-0.95,0.89,1583
-0.06,0.47,-0.99,0.85,1584
0.04,0.47,-0.89,0.96,1585
0.01,0.46,-0.91,0.91,1586
0.03,0.47,-0.92,0.94,1587
0.02,0.47,-0.92,0.94,1588
0.02,0.47,-0.89,0.92,1589
-0.01,0.45,-0.9,0.87,1590
-0.16,0.45,-1.04,0.72,1591
0.01,0.47,-0.91,0.93,1592
0,0.47,-0.9,0.94,1593
0.02,0.48,-0.94,0.93,1594
-0.03,0.46,-0.94,0.86,1595
-0.11,0.48,-1.04,0.82,1596
-0,0.47,-0.9,0.9,1597
0.02,0.46,-0.88,0.92,1598
-0.03,0.47,-0.99,0.87,1599
-0.05,0.47,-0.96,0.9,1600
-0.05,0.48,-0.99,0.87,1601
0,0.47,-0.92,0.96,1602
-0.01,0.46,-0.9,0.87,1603
-0,0.46,-0.9,0.89,1604
-0.04,0.46,-0.93,0.87,1605
-0.03,0.47,-0.98,0.92,1606
0.01,0.46,-0.91,0.93,1607
0.02,0.47,-0.93,0.92,1608
-0.03,0.47,-0.96,0.91,1609
-0.12,0.46,-1.06,0.77,1610
0.03,0.47,-0.92,0.95,1611
0.02,0.46,-0.88,0.93,1612
-0.06,0.47,-1.01,0.87,1613
-0.01,0.47,-0.92,0.92,1614
-0.09,0.45,-0.95,0.79,1615
-0.02,0.45,-0.9,0.86,1616
0.01,0.46,-0.9,0.88,1617
0.02,0.5,-0.98,1,1618
0.06,0.47,-0.85,0.97,1619
0.04,0.48,-0.91,0.98,1620
-0.06,0.47,-1,0.88,1621
-0.08,0.47,-1.06,0.87,1622
-0.04,0.46,-0.96,0.89,1623
0.02,0.48,-0.94,0.98,1624
-0.02,0.47,-0.9,0.92,1625
-0.01,0.47,-0.94,0.9,1626
0.08,0.47,-0.84,0.98,1627
-0.33,0.47,-1.28,0.59,1628
0.08,0.47,-0.85,1.02,1629
0.05,0.49,-0.9,1.01,1630
0.12,0.48,-0.83,1.07,1631
-0.17,0.45,-1.05,0.73,1632
0.12,0.47,-0.8,1.09,1633
0.05,0.48,-0.85,0.99,1634
-0.35,0.46,-1.25,0.54,1635
0.02,0.48,-0.93,0.98,1636
0.13,0.47,-0.78,1.09,1637
0.12,0.47,-0.78,1.05,1638
-0.08,0.46,-0.97,0.85,1639
0.06,0.48,-0.88,0.98,1640
0.15,0.48,-0.82,1.09,1641
0.11,0.49,-0.84,1.06,1642
0.04,0.5,-0.95,1.01,1643
-0.12,0.47,-1.04,0.8,1644
0.2,0.47,-0.71,1.12,1645
-0.12,0.45,-1,0.75,1646
0.08,0.48,-0.85,1.04,1647
0.05,0.48,-0.93,0.99,1648
0.05,0.49,-0.92,1.02,1649
-0.13,0.46,-1.03,0.77,1650
0.05,0.48,-0.89,1.02,1651
0.06,0.46,-0.85,0.98,1652
0.11,0.47,-0.81,1.03,1653
-0.09,0.46,-0.98,0.79,1654
-0.04,0.46,-0.93,0.89,1655
0.03,0.48,-0.91,0.97,1656
0.02,0.48,-0.92,0.99,1657
0.09,0.49,-0.85,1.05,1658
0.09,0.48,-0.86,1.01,1659
-0.14,0.46,-1.04,0.75,1660
0.09,0.47,-0.84,1.02,1661
0.14,0.47,-0.78,1.08,1662
0.11,0.49,-0.84,1.06,1663
0.11,0.48,-0.79,1.04,1664
-0.08,0.47,-1.04,0.85,1665
0.09,0.47,-0.82,0.99,1666
0.11,0.47,-0.81,1.05,1667
0.01,0.46,-0.9,0.94,1668
0.05,0.48,-0.91,1.02,1669
0.12,0.45,-0.76,1.03,1670
0.22,0.47,-0.66,1.17,1671
0.11,0.47,-0.81,1.05,1672
-0.09,0.47,-0.99,0.82,1673
0.25,0.46,-0.64,1.15,1674
-0.06,0.48,-0.99,0.86,1675
0.1,0.44,-0.75,0.99,1676
-0.07,0.46,-0.96,0.8,1677
0.26,0.47,-0.67,1.2,1678
-0.15,0.47,-1.08,0.76,1679
0.11,0.48,-0.83,1.09,1680
-0.03,0.46,-0.95,0.88,1681
0.06,0.45,-0.85,0.94,1682
-0.23,0.46,-1.14,0.68,1683
-0.25,0.46,-1.16,0.65,1684
0.02,0.49,-0.94,0.98,1685
0.11,0.46,-0.8,1.05,1686
0.09,0.48,-0.86,1.04,1687
-0.18,0.49,-1.17,0.76,1688
0.05,0.47,-0.88,0.99,1689
-0.06,0.46,-0.96,0.84,1690
-0,0.46,-0.9,0.89,1691
-0.04,0.46,-0.93,0.83,1692
0.14,0.48,-0.79,1.1,1693
0.04,0.48,-0.9,1,1694
-0.07,0.48,-1.01,0.86,1695
-0.1,0.47,-1.04,0.79,1696
-0.11,0.47,-1.04,0.79,1697
0.08,0.47,-0.84,1,1698
-0.07,0.47,-1,0.84,1699
-0.12,0.46,-1.02,0.78,1700
0.11,0.47,-0.79,1.01,1701
0.1,0.49,-0.84,1.09,1702
0.06,0.46,-0.84,0.95,1703
-0.02,0.45,-0.9,0.9,1704
0.17,0.46,-0.71,1.1,1705
0.13,0.48,-0.82,1.08,1706
-0.08,0.48,-1.05,0.87,1707
-0.16,0.47,-1.09,0.78,1708
0.13,0.47,-0.77,1.06,1709
0.08,0.48,-0.85,1.04,1710
0.1,0.48,-0.84,1.06,1711
-0.1,0.48,-1.05,0.83,1712
-0.12,0.49,-1.09,0.82,1713
-0,0.47,-0.92,0.92,1714
-0.01,0.48,-0.95,0.93,1715
-0.1,0.48,-1.03,0.83,1716
-0.08,0.48,-1.05,0.87,1717
-0.03,0.47,-0.94,0.88,1718
-0.03,0.47,-0.94,0.89,1719
-0.03,0.47,-0.94,0.86,1720
-0.05,0.46,-0.94,0.87,1721
-0.04,0.47,-0.94,0.89,1722
-0.04,0.47,-0.97,0.89,1723
-0.03,0.47,-0.98,0.93,1724
-0.14,0.47,-1.07,0.78,1725
-0.02,0.46,-0.94,0.89,1726
-0.28,0.47,-1.22,0.63,1727
-0.21,0.45,-1.09,0.67,1728
0.01,0.47,-0.91,0.95,1729
0.02,0.47,-0.9,0.99,1730
-0.08,0.48,-1.01,0.89,1731
-0.02,0.45,-0.91,0.88,1732
-0.07,0.47,-0.99,0.84,1733
0.07,0.45,-0.82,0.98,1734
0.01,0.46,-0.88,0.95,1735
-0.09,0.45,-0.97,0.79,1736
-0.1,0.47,-1.03,0.8,1737
0.16,0.46,-0.74,1.07,1738
-0.09,0.47,-1.01,0.86,1739
0.19,0.47,-0.71,1.14,1740
0.17,0.49,-0.77,1.15,1741
0.05,0.46,-0.84,0.97,1742
-0.11,0.45,-0.99,0.79,1743
-0.09,0.47,-1.01,0.83,1744
0.01,0.46,-0.88,0.91,1745
0.08,0.45,-0.8,0.97,1746
-0.07,0.45,-0.99,0.8,1747
0.03,0.47,-0.9,0.97,1748
0.01,0.45,-0.9,0.92,1749
0,0.45,-0.87,0.87,1750
0.02,0.47,-0.87,0.93,1751
0.03,0.47,-0.9,0.95,1752
0.04,0.47,-0.91,0.98,1753
0.02,0.47,-0.91,0.94,1754
0.03,0.46,-0.9,0.96,1755
-0.03,0.46,-0.94,0.85,1756
-0.06,0.47,-0.99,0.86,1757
0.05,0.47,-0.88,0.96,1758
0.04,0.47,-0.87,0.96,1759
0.07,0.48,-0.86,1.01,1760
0.03,0.47,-0.88,0.96,1761
0.04,0.46,-0.87,0.98,1762
-0.02,0.46,-0.91,0.86,1763
0.13,0.47,-0.78,1.07,1764
0.04,0.46,-0.84,0.97,1765
-0.02,0.47,-0.93,0.93,1766
0.06,0.47,-0.85,0.98,1767
0.13,0.45,-0.78,1.02,1768
0.05,0.46,-0.86,0.95,1769
0.12,0.47,-0.77,1.04,1770
-0.01,0.48,-0.92,0.95,1771
-0.19,0.47,-1.13,0.69,1772
-0.01,0.44,-0.9,0.86,1773
-0.14,0.44,-1.02,0.73,1774
0.05,0.47,-0.88,0.96,1775
0.05,0.47,-0.89,0.96,1776
0.07,0.48,-0.86,1.01,1777
0.09,0.45,-0.78,0.98,1778
0.06,0.49,-0.86,1.02,1779
-0.21,0.48,-1.17,0.71,1780
0.02,0.48,-0.94,0.96,1781
-0.06,0.47,-1,0.89,1782
-0.23,0.46,-1.14,0.66,1783
-0.16,0.47,-1.07,0.75,1784
0.15,0.47,-0.78,1.06,1785
-0.04,0.47,-0.96,0.89,1786
-0.09,0.47,-1.01,0.82,1787
-0.03,0.48,-0.97,0.91,1788
-0.09,0.46,-1,0.81,1789
-0.01,0.48,-0.96,0.94,1790
0.26,0.46,-0.61,1.15,1791
0.02,0.48,-0.92,0.97,1792
0.03,0.49,-0.95,1.02,1793
0,0.48,-0.95,0.95,1794
0.04,0.47,-0.9,0.96,1795
-0.05,0.47,-0.97,0.89,1796
0.01,0.48,-0.92,0.95,1797
0.04,0.49,-0.9,1.01,1798
0.03,0.48,-0.92,0.98,1799
0.12,0.46,-0.77,1.06,1800
0.06,0.48,-0.88,1.02,1801
0,0.48,-0.94,0.93,1802
0.03,0.48,-0.94,1,1803
0.01,0.49,-0.94,0.96,1804
0.03,0.49,-0.92,0.98,1805
0.02,0.48,-0.88,0.98,1806
0.01,0.48,-0.92,0.98,1807
0.02,0.48,-0.92,0.94,1808
0.01,0.49,-0.92,0.99,1809
0.03,0.48,-0.91,1.02,1810
0.01,0.48,-0.95,0.97,1811
0.14,0.47,-0.77,1.06,1812
0.02,0.45,-0.87,0.91,1813
0.02,0.48,-0.93,0.95,1814
0.04,0.5,-0.94,1.03,1815
0.09,0.47,-0.86,1.06,1816
0.03,0.48,-0.91,0.95,1817
-0,0.5,-1.05,0.99,1818
0.07,0.49,-0.86,1.06,1819
0.01,0.49,-0.94,0.98,1820
0.04,0.49,-0.89,1.02,1821
0.01,0.5,-0.94,0.97,1822
0.01,0.49,-0.94,0.99,1823
0.05,0.46,-0.83,0.96,1824
0.02,0.47,-0.85,0.94,1825
0.13,0.46,-0.77,1.07,1826
0.01,0.49,-0.96,0.97,1827
0.05,0.49,-0.89,0.99,1828
0.05,0.49,-0.94,1.02,1829
-0.02,0.46,-0.91,0.89,1830
-0.01,0.46,-0.91,0.86,1831
-0.01,0.47,-0.97,0.91,1832
0.1,0.47,-0.79,1.05,1833
-0.01,0.46,-0.9,0.86,1834
-0,0.46,-0.89,0.9,1835
0.21,0.47,-0.69,1.15,1836
-0.01,0.48,-0.96,0.94,1837
-0,0.47,-0.95,0.93,1838
0.2,0.46,-0.69,1.09,1839
-0.33,0.46,-1.26,0.55,1840
0.23,0.48,-0.71,1.2,1841
-0.04,0.46,-0.96,0.88,1842
0.19,0.47,-0.76,1.14,1843
-0.02,0.46,-0.91,0.89,1844
-0.16,0.47,-1.1,0.75,1845
-0.2,0.49,-1.19,0.75,1846
0.01,0.49,-0.98,0.99,1847
0.1,0.49,-0.9,1.08,1848
0.11,0.49,-0.84,1.08,1849
0.14,0.47,-0.78,1.11,1850
0.07,0.49,-0.87,1.09,1851
0.04,0.47,-0.89,0.97,1852
0.06,0.49,-0.87,1.04,1853
0.03,0.48,-0.9,0.95,1854
0.15,0.47,-0.76,1.1,1855
0.21,0.46,-0.72,1.13,1856
0.24,0.48,-0.69,1.18,1857
0.02,0.45,-0.86,0.88,1858
-0.03,0.48,-0.96,0.92,1859
0.03,0.46,-0.87,0.95,1860
0.13,0.47,-0.77,1.05,1861
0.21,0.48,-0.73,1.18,1862
-0.11,0.48,-1.05,0.8,1863
-0.07,0.45,-0.95,0.8,1864
-0.17,0.48,-1.12,0.76,1865
-0.1,0.47,-1.03,0.81,1866
-0.13,0.47,-1.06,0.83,1867
0.21,0.48,-0.71,1.16,1868
0.02,0.47,-0.9,0.98,1869
-0.16,0.46,-1.09,0.72,1870
0.01,0.46,-0.87,0.91,1871
0.05,0.47,-0.89,0.95,1872
-0.11,0.44,-1.02,0.74,1873
-0.16,0.47,-1.1,0.76,1874
-0.02,0.47,-0.98,0.93,1875
-0.07,0.45,-0.96,0.8,1876
0,0.47,-0.96,0.96,1877
-0.14,0.46,-1.08,0.77,1878
-0.04,0.47,-0.98,0.89,1879
-0.08,0.48,-1.03,0.88,1880
-0.09,0.46,-1,0.8,1881
-0.03,0.45,-0.91,0.83,1882
-0.1,0.45,-0.97,0.76,1883
-0.11,0.47,-1.03,0.8,1884
-0.02,0.48,-0.99,0.9,1885
0.01,0.47,-0.9,0.91,1886
0.02,0.47,-0.9,0.93,1887
0.06,0.47,-0.83,0.99,1888
-0.1,0.46,-1.02,0.79,1889
0.05,0.48,-0.91,1,1890
-0.08,0.45,-1,0.83,1891
-0.04,0.47,-0.94,0.88,1892
0.04,0.45,-0.85,0.94,1893
-0.08,0.46,-0.98,0.85,1894
0.03,0.46,-0.9,0.94,1895
-0.02,0.47,-0.93,0.9,1896
-0.14,0.44,-0.98,0.73,1897
0.19,0.47,-0.73,1.12,1898
0,0.46,-0.93,0.92,1899
-0.07,0.46,-0.97,0.83,1900
0.06,0.48,-0.89,1.02,1901
-0.08,0.48,-1.02,0.86,1902
0.04,0.48,-0.9,1,1903
0.06,0.47,-0.89,0.97,1904
0.07,0.48,-0.88,1.03,1905
0.09,0.47,-0.82,1.01,1906
0.02,0.5,-0.93,1.05,1907
0.08,0.49,-0.87,1.01,1908
0.09,0.47,-0.81,1.03,1909
0.08,0.48,-0.88,1.03,1910
0.04,0.47,-0.86,0.96,1911
0.05,0.49,-0.92,1.02,1912
0.13,0.47,-0.81,1.06,1913
0.06,0.49,-0.9,1.02,1914
0.04,0.48,-0.89,0.99,1915
0.11,0.48,-0.84,1.09,1916
0.05,0.48,-0.89,1.01,1917
0.09,0.47,-0.84,1.02,1918
0.22,0.45,-0.65,1.12,1919
-0.05,0.47,-0.96,0.86,1920
0.02,0.46,-0.88,0.9,1921
0.02,0.45,-0.85,0.89,1922
0.08,0.45,-0.8,0.98,1923
0.03,0.48,-0.92,0.99,1924
-0.08,0.46,-0.99,0.82,1925
-0.09,0.46,-0.99,0.77,1926
-0.14,0.46,-1.06,0.75,1927
0.2,0.47,-0.7,1.14,1928
0.14,0.48,-0.78,1.08,1929
0.04,0.46,-0.85,0.93,1930
-0.02,0.46,-0.94,0.92,1931
0.1,0.48,-0.82,1.04,1932
0.11,0.48,-0.83,1.07,1933
0.18,0.47,-0.74,1.13,1934
-0.03,0.47,-0.92,0.9,1935
-0.04,0.45,-0.93,0.84,1936
0.18,0.46,-0.72,1.11,1937
0.09,0.46,-0.8,1,1938
-0.2,0.45,-1.08,0.63,1939
-0.05,0.45,-0.92,0.84,1940
0.17,0.46,-0.69,1.09,1941
-0.08,0.46,-1.01,0.84,1942
0.08,0.47,-0.82,1,1943
-0.1,0.43,-0.97,0.78,1944
-0.13,0.45,-1.02,0.75,1945
0.06,0.47,-0.86,0.99,1946
-0.09,0.45,-0.96,0.82,1947
-0.02,0.48,-0.95,0.91,1948
0.17,0.47,-0.73,1.09,1949
0.15,0.47,-0.77,1.09,1950
0.19,0.46,-0.7,1.08,1951
-0.03,0.45,-0.92,0.87,1952
-0.03,0.44,-0.92,0.83,1953
0.17,0.48,-0.78,1.12,1954
0.35,0.46,-0.53,1.3,1955
-0.04,0.46,-0.95,0.84,1956
0.21,0.46,-0.67,1.12,1957
-0.01,0.48,-0.97,0.92,1958
0.12,0.47,-0.79,1.08,1959
0.17,0.47,-0.77,1.11,1960
0.01,0.45,-0.91,0.9,1961
-0.05,0.45,-0.94,0.81,1962
0.17,0.47,-0.74,1.12,1963
-0.08,0.46,-0.99,0.85,1964
-0.01,0.46,-0.95,0.89,1965
0.01,0.49,-0.96,1,1966
0.03,0.49,-0.93,0.99,1967
0.03,0.48,-0.92,0.98,1968
0.01,0.49,-0.98,0.97,1969
0.04,0.48,-0.92,0.98,1970
-0.06,0.48,-1.01,0.88,1971
-0.04,0.48,-0.98,0.92,1972
0.23,0.47,-0.69,1.17,1973
0.04,0.49,-0.89,1.03,1974
0.14,0.46,-0.75,1.06,1975
0.06,0.5,-0.88,1.06,1976
0.06,0.48,-0.88,1.01,1977
0.19,0.48,-0.75,1.16,1978
0.22,0.47,-0.69,1.14,1979
0.04,0.48,-0.86,0.99,1980
-0.04,0.48,-0.99,0.87,1981
-0.08,0.47,-1.04,0.89,1982
-0.15,0.47,-1.05,0.79,1983
0.16,0.48,-0.77,1.11,1984
0.11,0.47,-0.81,1,1985
-0.07,0.49,-1.02,0.9,1986
-0.08,0.48,-1.03,0.87,1987
-0.08,0.46,-0.98,0.82,1988
-0.04,0.48,-0.98,0.9,1989
-0.05,0.47,-0.99,0.85,1990
-0.02,0.49,-0.98,0.94,1991
0.06,0.48,-0.84,0.98,1992
0.14,0.46,-0.76,1.03,1993
0.04,0.47,-0.88,0.97,1994
0.02,0.45,-0.86,0.9,1995
0.02,0.49,-0.94,0.98,1996
-0.11,0.47,-1.05,0.81,1997
-0.06,0.48,-1.04,0.89,1998
0.01,0.46,-0.89,0.92,1999
-0.03,0.48,-0.97,0.93,2000
-0.12,0.48,-1.09,0.83,2001
0.03,0.46,-0.89,0.96,2002
-0.05,0.47,-0.97,0.86,2003
-0.2,0.46,-1.08,0.72,2004
0.01,0.44,-0.86,0.87,2005
0.12,0.48,-0.8,1.04,2006
-0.21,0.45,-1.09,0.7,2007
0.23,0.48,-0.69,1.17,2008
0.03,0.48,-0.91,0.99,2009
-0.06,0.44,-0.94,0.8,2010
0.02,0.47,-0.9,0.93,2011
0.02,0.46,-0.88,0.91,2012
0.02,0.46,-0.85,0.91,2013
0.05,0.47,-0.87,0.96,2014
0.03,0.44,-0.83,0.9,2015
-0.05,0.47,-0.95,0.86,2016
0,0.48,-0.92,0.97,2017
-0.05,0.44,-0.95,0.81,2018
0.16,0.47,-0.73,1.08,2019
0.04,0.48,-0.86,0.95,2020
-0.02,0.47,-0.92,0.88,2021
-0.02,0.46,-0.91,0.86,2022
-0.02,0.47,-0.97,0.93,2023
-0.04,0.47,-0.96,0.9,2024
-0.01,0.46,-0.9,0.89,2025
-0.01,0.47,-0.91,0.91,2026
-0,0.47,-0.92,0.91,2027
-0.02,0.45,-0.9,0.87,2028
-0.11,0.48,-1.03,0.83,2029
-0.01,0.49,-0.98,0.97,2030
-0.04,0.47,-0.97,0.87,2031
-0.36,0.44,-1.24,0.49,2032
-0.03,0.46,-0.95,0.87,2033
0,0.47,-0.93,0.94,2034
-0.07,0.46,-0.96,0.81,2035
0,0.46,-0.91,0.94,2036
0.07,0.47,-0.83,1,2037
-0.02,0.48,-0.95,0.92,2038
-0.02,0.48,-0.95,0.91,2039
0.04,0.46,-0.86,0.94,2040
-0.08,0.46,-0.97,0.83,2041
0.05,0.47,-0.86,0.97,2042
0,0.47,-0.94,0.94,2043
0.07,0.5,-0.94,1.05,2044
0.01,0.47,-0.91,0.93,2045
0.07,0.47,-0.84,0.98,2046
-0.1,0.45,-1,0.78,2047
0.08,0.46,-0.82,0.98,2048
0.05,0.47,-0.88,0.98,2049
-0.01,0.48,-0.95,0.92,2050
-0.02,0.44,-0.88,0.84,2051
-0,0.46,-0.94,0.92,2052
-0.03,0.47,-0.97,0.92,2053
-0.02,0.47,-0.91,0.9,2054
-0.05,0.46,-0.96,0.87,2055
-0.01,0.46,-0.9,0.9,2056
-0.04,0.46,-0.96,0.84,2057
-0.1,0.48,-1.07,0.84,2058
-0.15,0.48,-1.08,0.77,2059
-0,0.46,-0.94,0.92,2060
0.01,0.47,-0.92,0.92,2061
-0.08,0.49,-1.02,0.86,2062
-0.16,0.46,-1.08,0.73,2063
-0.03,0.47,-0.98,0.91,2064
-0.07,0.47,-1,0.85,2065
-0.05,0.47,-0.97,0.91,2066
-0.13,0.46,-1.09,0.81,2067
0.01,0.47,-0.91,0.94,2068
-0.09,0.47,-1,0.82,2069
-0.13,0.48,-1.1,0.81,2070
-0.03,0.46,-0.95,0.86,2071
-0.01,0.45,-0.89,0.87,2072
0.02,0.47,-0.89,0.93,2073
-0.07,0.45,-0.96,0.79,2074
-0.13,0.45,-1.04,0.74,2075
-0.01,0.46,-0.93,0.91,2076
-0.02,0.46,-0.91,0.89,2077
-0.03,0.47,-0.96,0.89,2078
-0.04,0.47,-0.97,0.87,2079
-0.06,0.47,-1.01,0.86,2080
-0.2,0.44,-1.09,0.65,2081
-0.09,0.47,-1.03,0.86,2082
-0.01,0.46,-0.87,0.9,2083
-0.03,0.48,-0.96,0.9,2084
-0.06,0.46,-0.97,0.85,2085
-0.03,0.46,-0.92,0.87,2086
0,0.46,-0.89,0.92,2087
-0.02,0.47,-0.9,0.9,2088
0.02,0.45,-0.86,0.91,2089
0.03,0.46,-0.86,1,2090
0.05,0.46,-0.84,0.98,2091
0.05,0.48,-0.91,0.99,2092
0.03,0.48,-0.91,0.97,2093
0.01,0.48,-0.94,0.97,2094
0.01,0.49,-0.98,0.96,2095
0.08,0.48,-0.87,1.03,2096
0.02,0.46,-0.87,0.93,2097
0.05,0.49,-0.88,1.03,2098
-0.16,0.46,-1.06,0.75,2099
0.06,0.47,-0.87,0.97,2100
0.05,0.47,-0.87,0.99,2101
-0.06,0.48,-1,0.85,2102
-0.4,0.48,-1.37,0.51,2103
0.07,0.48,-0.86,1.02,2104
0.04,0.48,-0.9,0.98,2105
0.04,0.5,-0.94,1.05,2106
0.03,0.47,-0.91,0.96,2107
0.07,0.45,-0.8,0.97,2108
0.04,0.46,-0.84,0.94,2109
0.07,0.48,-0.87,1.03,2110
